comments: Amino silane silica CO2 adsorption, modelled, (343),
DataType: CO2_Adsorption_Isotherm,
Chart_label: CO2 Adsorption,
x_label: CO2 Pressure (kPa),
y_label: CO2 Adsorbed (mol/kg),
seriesnames: CO2 Adsorption on amino_silane_Silica,
x_values,y_values
0.051246,0.072622312
0.097324,0.14531597
0.14678,0.217019689
0.21276,0.285923039
0.30539,0.354558838
0.43305,0.419502431
0.60726,0.477623468
0.81824,0.532694421
1.1018,0.581032003
1.874,0.663303994
2.6998,0.718642499
3.7635,0.76912049
4.9321,0.806488473
6.0547,0.834269205
7.5831,0.860845957
9.127,0.884078318
10.685,0.902717718
15.89,0.948067645
21.06,0.980084604
26.156,1.005412784
31.224,1.027262797
37.606,1.049781689
42.704,1.065879353
47.736,1.080104158
52.745,1.093214166
57.761,1.106636317
62.791,1.119567958
67.811,1.129957863
72.835,1.141774707
77.858,1.151807877
82.883,1.160993801
87.902,1.168841969
92.914,1.178161669
97.924,1.187615145
102.95,1.196087599
