comments: Amino silane silica CO2 adsorption modeller (383  K) data published in https://doi.org/10.1016/j.cej.2020.127121,
DataType: CO2_Adsorption_Isotherm,
Chart_label: CO2 Adsorption,
x_label: CO2 Pressure (kPa),
y_label: CO2 Adsorbed (mol/kg),
seriesnames: CO2 Adsorption on amino_silane_Silica  (343 K mod),
x_values,y_values
0.63435,0.022414376
1.314,0.045272685
2.5232,0.08325893
3.8894,0.12251849
4.9954,0.151811581
6.3843,0.185835524
7.5387,0.212039809
8.9797,0.242418726
10.534,0.272625112
15.473,0.354430893
20.69,0.423398235
25.883,0.479566488
31.019,0.526205865
37.424,0.575187732
42.545,0.608760072
47.615,0.638169875
52.676,0.664431456
57.691,0.687924596
62.742,0.709446528
67.756,0.729002921
72.783,0.747054881
77.822,0.7637932
82.838,0.779274172
87.874,0.793771597
92.875,0.807247833
97.902,0.819968311
102.94,0.831970437
